officer_id,officer_complaint_percentile,officer_unit_id,officer_unit_description,officer_unit_name,supervisor_id,supervisor_complaint_percentile,supervisor_unit_id,supervisor_unit_description,supervisor_unit_name,allegation_id
32209,56.9371,149,Narcotics Division,189,32209,56.9371,149,Narcotics Division,189,74639
32209,56.9371,149,Narcotics Division,189,32209,56.9371,149,Narcotics Division,189,149370
32213,99.2931,149,Narcotics Division,189,27415,97.3062,36,Airport Law Enforcement Section - South,051,78619
32213,99.2931,149,Narcotics Division,189,27415,97.3062,36,Airport Law Enforcement Section - South,051,80414
32213,99.2931,149,Narcotics Division,189,27415,97.3062,36,Airport Law Enforcement Section - South,051,75551
32213,99.2931,149,Narcotics Division,189,27415,97.3062,36,Airport Law Enforcement Section - South,051,97813
32213,99.2931,149,Narcotics Division,189,27415,97.3062,36,Airport Law Enforcement Section - South,051,81489
32213,99.2931,149,Narcotics Division,189,27415,97.3062,36,Airport Law Enforcement Section - South,051,79933
32213,99.2931,149,Narcotics Division,189,27415,97.3062,36,Airport Law Enforcement Section - South,051,86058
32213,99.2931,149,Narcotics Division,189,27415,97.3062,36,Airport Law Enforcement Section - South,051,77191
32213,99.2931,149,Narcotics Division,189,27415,97.3062,36,Airport Law Enforcement Section - South,051,73790
32220,97.1495,149,Narcotics Division,189,25319,81.7202,5,District 004,004,63350
32220,97.1495,149,Narcotics Division,189,20271,70.3068,157,Bureau Of Patrol - Area South,212,63350
32220,97.1495,149,Narcotics Division,189,25319,81.7202,5,District 004,004,78202
32221,92.5949,149,Narcotics Division,189,27415,97.3062,36,Airport Law Enforcement Section - South,051,82714
32222,96.3051,153,Gang Investigation Division,193,14684,88.1395,225,Public Transportation Section,701,149721
32222,96.3051,153,Gang Investigation Division,193,14684,88.1395,225,Public Transportation Section,701,146573
32222,96.3051,153,Gang Investigation Division,193,14684,88.1395,225,Public Transportation Section,701,148438
32222,96.3051,153,Gang Investigation Division,193,14684,88.1395,225,Public Transportation Section,701,146419
32223,90.3939,183,Gang Enforcement Division,393,12479,97.8258,212,Detective Area - South,620,90501
32224,89.6718,149,Narcotics Division,189,32209,56.9371,149,Narcotics Division,189,82350
32224,89.6718,149,Narcotics Division,189,27415,97.3062,36,Airport Law Enforcement Section - South,051,97813
32224,89.6718,149,Narcotics Division,189,32209,56.9371,149,Narcotics Division,189,74639
32228,67.5328,152,Vice & Asset Forfeiture Division,192,32228,67.5328,152,Vice & Asset Forfeiture Division,192,137059
32228,67.5328,152,Vice & Asset Forfeiture Division,192,32228,67.5328,152,Vice & Asset Forfeiture Division,192,8990
32228,67.5328,152,Vice & Asset Forfeiture Division,192,32228,67.5328,152,Vice & Asset Forfeiture Division,192,3552
32228,67.5328,152,Vice & Asset Forfeiture Division,192,32228,67.5328,152,Vice & Asset Forfeiture Division,192,123327
32237,98.0092,10,District 009,009,13303,93.8405,27,Executive Officers Unit,026,60924
32237,98.0092,10,District 009,009,13303,93.8405,27,Executive Officers Unit,026,59377
32237,98.0092,10,District 009,009,27392,86.8366,40,Detail Unit,057,80843
32252,90.8830,6,District 005,005,27415,97.3062,36,Airport Law Enforcement Section - South,051,75551
32252,90.8830,6,District 005,005,27415,97.3062,36,Airport Law Enforcement Section - South,051,75057
32252,90.8830,6,District 005,005,27415,97.3062,36,Airport Law Enforcement Section - South,051,73790
32255,99.5950,149,Narcotics Division,189,8026,78.7933,26,District 025,025,170275
32259,96.4388,151,Intelligence Section,191,16617,93.7756,21,District 020,020,58265
32274,98.4601,153,Gang Investigation Division,193,27797,98.4563,160,Freedom Of Information Section,214,79477
32274,98.4601,153,Gang Investigation Division,193,27797,98.4563,160,Freedom Of Information Section,214,93652
32277,68.7555,153,Gang Investigation Division,193,15368,92.4497,13,District 012,012,162171
32284,99.5950,153,Gang Investigation Division,193,29882,94.1194,107,Bureau Of Patrol,142,76785
32284,99.5950,153,Gang Investigation Division,193,29882,94.1194,107,Bureau Of Patrol,142,73356
32303,73.5432,151,Intelligence Section,191,20913,94.9792,9,District 008,008,126157
32328,97.4667,149,Narcotics Division,189,27415,97.3062,36,Airport Law Enforcement Section - South,051,97813
32328,97.4667,149,Narcotics Division,189,27415,97.3062,36,Airport Law Enforcement Section - South,051,90323
32328,97.4667,149,Narcotics Division,189,27415,97.3062,36,Airport Law Enforcement Section - South,051,86058
32328,97.4667,149,Narcotics Division,189,27415,97.3062,36,Airport Law Enforcement Section - South,051,79933
32328,97.4667,149,Narcotics Division,189,27415,97.3062,36,Airport Law Enforcement Section - South,051,80075
32328,97.4667,149,Narcotics Division,189,27415,97.3062,36,Airport Law Enforcement Section - South,051,82714
32329,92.4764,183,Gang Enforcement Division,393,13303,93.8405,27,Executive Officers Unit,026,67094
32334,94.9792,153,Gang Investigation Division,193,14684,88.1395,225,Public Transportation Section,701,154207
32334,94.9792,153,Gang Investigation Division,193,3850,56.9371,192,Fop Detail,541,178866
32334,94.9792,153,Gang Investigation Division,193,14684,88.1395,225,Public Transportation Section,701,146419
32336,99.6676,149,Narcotics Division,189,12478,99.5529,188,Special Activities Section,441,2030
32336,99.6676,149,Narcotics Division,189,12478,99.5529,188,Special Activities Section,441,28073
32336,99.6676,149,Narcotics Division,189,12478,99.5529,188,Special Activities Section,441,176515
32336,99.6676,149,Narcotics Division,189,31984,90.1876,193,Detached Services - Goverment Security,542,65752
32336,99.6676,149,Narcotics Division,189,12478,99.5529,188,Special Activities Section,441,28060
32336,99.6676,149,Narcotics Division,189,12478,99.5529,188,Special Activities Section,441,824
32336,99.6676,149,Narcotics Division,189,31984,90.1876,193,Detached Services - Goverment Security,542,63160
32336,99.6676,149,Narcotics Division,189,6792,90.2105,19,District 018,018,63160
32336,99.6676,149,Narcotics Division,189,12478,99.5529,188,Special Activities Section,441,7560
32336,99.6676,149,Narcotics Division,189,6792,90.2105,19,District 018,018,65752
32336,99.6676,149,Narcotics Division,189,12478,99.5529,188,Special Activities Section,441,27417
32337,95.1014,149,Narcotics Division,189,27415,97.3062,36,Airport Law Enforcement Section - South,051,77191
32337,95.1014,149,Narcotics Division,189,27415,97.3062,36,Airport Law Enforcement Section - South,051,80075
32338,84.7427,153,Gang Investigation Division,193,13273,95.8122,173,Gang Enforcement - Area Central,311,54272
32350,95.3575,153,Gang Investigation Division,193,29882,94.1194,107,Bureau Of Patrol,142,73356
32351,92.1745,149,Narcotics Division,189,32209,56.9371,149,Narcotics Division,189,82350
32366,99.5415,153,Gang Investigation Division,193,29882,94.1194,107,Bureau Of Patrol,142,76785
32368,74.9035,193,Detached Services - Goverment Security,542,7754,62.7756,189,Bomb Squad,442,134959
32391,43.0897,183,Gang Enforcement Division,393,32391,43.0897,183,Gang Enforcement Division,393,136702
32391,43.0897,183,Gang Enforcement Division,393,32391,43.0897,183,Gang Enforcement Division,393,15188
32391,43.0897,183,Gang Enforcement Division,393,32391,43.0897,183,Gang Enforcement Division,393,180435
32396,69.3516,151,Intelligence Section,191,27415,97.3062,36,Airport Law Enforcement Section - South,051,90323
32397,93.4584,153,Gang Investigation Division,193,16617,93.7756,21,District 020,020,16959
32401,98.3952,149,Narcotics Division,189,6792,90.2105,19,District 018,018,65274
32401,98.3952,149,Narcotics Division,189,6792,90.2105,19,District 018,018,65752
32401,98.3952,149,Narcotics Division,189,31984,90.1876,193,Detached Services - Goverment Security,542,65752
32404,48.9435,149,Narcotics Division,189,20913,94.9792,9,District 008,008,170665
32412,49.0199,152,Vice & Asset Forfeiture Division,192,29882,94.1194,107,Bureau Of Patrol,142,76785
32413,97.5584,3,District 002,002,27415,97.3062,36,Airport Law Enforcement Section - South,051,97813
32420,98.2614,183,Gang Enforcement Division,393,13303,93.8405,27,Executive Officers Unit,026,51251
32425,92.3312,7,District 006,006,674,52.6919,200,Arson Section,603,18678
32427,80.6503,149,Narcotics Division,189,25319,81.7202,5,District 004,004,78202
32427,80.6503,149,Narcotics Division,189,25319,81.7202,5,District 004,004,63350
32427,80.6503,149,Narcotics Division,189,20271,70.3068,157,Bureau Of Patrol - Area South,212,63350
32440,91.7581,153,Gang Investigation Division,193,8026,78.7933,26,District 025,025,170275
32441,92.9120,149,Narcotics Division,189,25319,81.7202,5,District 004,004,78202
31882,99.8051,149,Narcotics Division,189,6792,90.2105,19,District 018,018,69624
31882,99.8051,149,Narcotics Division,189,31984,90.1876,193,Detached Services - Goverment Security,542,62480
31882,99.8051,149,Narcotics Division,189,6792,90.2105,19,District 018,018,65493
31882,99.8051,149,Narcotics Division,189,6792,90.2105,19,District 018,018,59589
31882,99.8051,149,Narcotics Division,189,31984,90.1876,193,Detached Services - Goverment Security,542,59836
31890,88.1854,153,Gang Investigation Division,193,27274,87.1232,204,Central Investigations Division,606,41937
31897,82.0297,149,Narcotics Division,189,32209,56.9371,149,Narcotics Division,189,10169
31904,77.2764,153,Gang Investigation Division,193,15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,75153
31908,88.1586,153,Gang Investigation Division,193,27415,97.3062,36,Airport Law Enforcement Section - South,051,73021
31910,99.3810,153,Gang Investigation Division,193,32391,43.0897,183,Gang Enforcement Division,393,167676
31912,97.1419,151,Intelligence Section,191,13273,95.8122,173,Gang Enforcement - Area Central,311,167225
31915,42.4707,193,Detached Services - Goverment Security,542,29215,70.3068,11,District 010,010,65106
31920,83.4855,149,Narcotics Division,189,27415,97.3062,36,Airport Law Enforcement Section - South,051,73021
31927,92.0561,153,Gang Investigation Division,193,30710,81.6094,3,District 002,002,19437
31928,87.9447,149,Narcotics Division,189,4362,34.3472,20,District 019,019,175961
31933,37.0907,151,Intelligence Section,191,7260,63.8073,180,Alternate Response Section,376,73294
31934,90.6538,149,Narcotics Division,189,29882,94.1194,107,Bureau Of Patrol,142,2741
31944,89.0031,149,Narcotics Division,189,27415,97.3062,36,Airport Law Enforcement Section - South,051,73021
31945,96.0911,149,Narcotics Division,189,29882,94.1194,107,Bureau Of Patrol,142,2741
31945,96.0911,149,Narcotics Division,189,29882,94.1194,107,Bureau Of Patrol,142,25190
31950,93.2406,149,Narcotics Division,189,32209,56.9371,149,Narcotics Division,189,78513
31952,77.0318,149,Narcotics Division,189,15791,61.2052,175,Gang Enforcement - Area North,313,76062
31957,67.6245,153,Gang Investigation Division,193,15368,92.4497,13,District 012,012,162950
31957,67.6245,153,Gang Investigation Division,193,8026,78.7933,26,District 025,025,132533
31960,87.8339,193,Detached Services - Goverment Security,542,27415,97.3062,36,Airport Law Enforcement Section - South,051,87976
31970,83.5772,149,Narcotics Division,189,2945,68.4116,134,Police Documents Section,169,96257
31971,79.9434,153,Gang Investigation Division,193,15368,92.4497,13,District 012,012,45843
31972,74.4030,175,Gang Enforcement - Area North,313,27274,87.1232,204,Central Investigations Division,606,77799
31974,94.0392,153,Gang Investigation Division,193,15791,61.2052,175,Gang Enforcement - Area North,313,76062
31974,94.0392,153,Gang Investigation Division,193,13303,93.8405,27,Executive Officers Unit,026,61490
31976,82.8742,153,Gang Investigation Division,193,8026,78.7933,26,District 025,025,93992
31984,90.1876,193,Detached Services - Goverment Security,542,6792,90.2105,19,District 018,018,64703
31984,90.1876,193,Detached Services - Goverment Security,542,31984,90.1876,193,Detached Services - Goverment Security,542,59836
31984,90.1876,193,Detached Services - Goverment Security,542,6792,90.2105,19,District 018,018,59836
31984,90.1876,193,Detached Services - Goverment Security,542,6792,90.2105,19,District 018,018,62480
31984,90.1876,193,Detached Services - Goverment Security,542,31984,90.1876,193,Detached Services - Goverment Security,542,59589
31984,90.1876,193,Detached Services - Goverment Security,542,31984,90.1876,193,Detached Services - Goverment Security,542,62480
31984,90.1876,193,Detached Services - Goverment Security,542,31984,90.1876,193,Detached Services - Goverment Security,542,62666
31984,90.1876,193,Detached Services - Goverment Security,542,6792,90.2105,19,District 018,018,59589
31984,90.1876,193,Detached Services - Goverment Security,542,6792,90.2105,19,District 018,018,69624
31984,90.1876,193,Detached Services - Goverment Security,542,6792,90.2105,19,District 018,018,63234
31984,90.1876,193,Detached Services - Goverment Security,542,31984,90.1876,193,Detached Services - Goverment Security,542,57949
31984,90.1876,193,Detached Services - Goverment Security,542,31984,90.1876,193,Detached Services - Goverment Security,542,63234
31984,90.1876,193,Detached Services - Goverment Security,542,31984,90.1876,193,Detached Services - Goverment Security,542,69624
31984,90.1876,193,Detached Services - Goverment Security,542,31984,90.1876,193,Detached Services - Goverment Security,542,64828
31984,90.1876,193,Detached Services - Goverment Security,542,31984,90.1876,193,Detached Services - Goverment Security,542,64703
31984,90.1876,193,Detached Services - Goverment Security,542,6792,90.2105,19,District 018,018,64828
31997,92.9196,149,Narcotics Division,189,13303,93.8405,27,Executive Officers Unit,026,67347
32000,88.1013,149,Narcotics Division,189,32209,56.9371,149,Narcotics Division,189,78513
32007,92.5223,183,Gang Enforcement Division,393,29882,94.1194,107,Bureau Of Patrol,142,25190
32015,98.3226,149,Narcotics Division,189,27415,97.3062,36,Airport Law Enforcement Section - South,051,104092
32015,98.3226,149,Narcotics Division,189,27415,97.3062,36,Airport Law Enforcement Section - South,051,99980
32015,98.3226,149,Narcotics Division,189,15791,61.2052,175,Gang Enforcement - Area North,313,70167
32015,98.3226,149,Narcotics Division,189,27415,97.3062,36,Airport Law Enforcement Section - South,051,87976
32015,98.3226,149,Narcotics Division,189,27415,97.3062,36,Airport Law Enforcement Section - South,051,90397
32016,99.4192,149,Narcotics Division,189,27415,97.3062,36,Airport Law Enforcement Section - South,051,99980
32016,99.4192,149,Narcotics Division,189,27415,97.3062,36,Airport Law Enforcement Section - South,051,75799
32016,99.4192,149,Narcotics Division,189,27415,97.3062,36,Airport Law Enforcement Section - South,051,90397
32016,99.4192,149,Narcotics Division,189,27415,97.3062,36,Airport Law Enforcement Section - South,051,104092
32016,99.4192,149,Narcotics Division,189,27415,97.3062,36,Airport Law Enforcement Section - South,051,80494
32016,99.4192,149,Narcotics Division,189,27415,97.3062,36,Airport Law Enforcement Section - South,051,73723
32016,99.4192,149,Narcotics Division,189,27415,97.3062,36,Airport Law Enforcement Section - South,051,87976
32020,98.7620,149,Narcotics Division,189,24996,88.8808,156,Bureau Of Patrol - Area Central,211,25997
32020,98.7620,149,Narcotics Division,189,24996,88.8808,156,Bureau Of Patrol - Area Central,211,154305
32020,98.7620,149,Narcotics Division,189,12478,99.5529,188,Special Activities Section,441,179982
